high,low,volume,close,open,time
1564.4,1523.75,30852125.0,1529.65,1559.0,1695321000000
1568.95,1537.05,36420721.0,1553.35,1553.0,1695234600000
1599.0,1560.4,57737324.0,1563.7,1599.0,1695148200000
1655.0,1626.1,18528144.0,1629.05,1653.75,1694975400000
1670.0,1650.0,86705601.0,1661.75,1650.0,1694716200000
1650.0,1635.1,11769424.0,1642.9,1644.25,1694629800000
1651.6,1628.6,23210047.0,1643.9,1631.3,1694543400000
1642.9,1625.05,19516670.0,1636.9,1640.0,1694457000000
1636.5,1624.0,15786511.0,1631.8,1628.9,1694370600000
1632.9,1607.6,17251105.0,1623.4,1608.3,1694111400000
1614.0,1587.15,17104171.0,1610.85,1595.5,1694025000000
1600.0,1574.9,28160455.0,1595.5,1576.8,1693938600000
1588.4,1570.6,19356041.0,1574.9,1588.4,1693852200000
1591.45,1574.9,12536819.0,1584.55,1590.0,1693765800000
1579.0,1559.35,21613388.0,1574.7,1571.0,1693506600000
1583.15,1563.1,50037886.0,1571.45,1579.0,1693420200000
1603.95,1573.7,14042102.0,1578.7,1603.95,1693333800000
1592.65,1581.45,17769466.0,1590.3,1589.7,1693247400000
1582.65,1561.5,14433619.0,1577.75,1561.5,1693161000000
1577.5,1558.4,15034878.0,1561.5,1574.55,1692901800000
1596.2,1576.15,21572896.0,1579.3,1593.3,1692815400000
1590.55,1573.25,18249294.0,1586.6,1580.0,1692729000000
1598.0,1580.0,16136785.0,1582.7,1596.35,1692642600000
1600.5,1587.0,10918635.0,1589.5,1600.5,1692556200000
1596.3,1585.5,12816683.0,1590.75,1587.55,1692297000000
1609.9,1594.0,26442020.0,1597.3,1597.6,1692210600000
1609.65,1581.3,17068771.0,1606.2,1583.1,1692124200000
1615.0,1600.25,15652205.0,1610.9,1611.0,1691951400000
1638.4,1616.2,14112911.0,1618.8,1638.4,1691692200000
1654.25,1631.0,25390559.0,1635.85,1647.05,1691605800000
1654.5,1631.1,16680618.0,1650.5,1653.0,1691519400000
1655.6,1642.05,21886914.0,1649.9,1651.7,1691433000000
1663.1,1647.55,14150459.0,1651.25,1663.1,1691346600000
1656.5,1629.25,18694152.0,1652.2,1635.15,1691087400000
1651.35,1623.0,28836973.0,1628.65,1640.0,1691001000000
1651.5,1633.15,14058161.0,1640.5,1642.0,1690914600000
1667.45,1650.0,17697094.0,1662.25,1654.45,1690828200000
1656.8,1638.7,17282503.0,1651.2,1650.05,1690741800000
1668.9,1641.1,20507842.0,1643.5,1661.5,1690482600000
1703.0,1667.45,29870651.0,1673.15,1699.9,1690396200000
1699.6,1688.0,12397179.0,1690.7,1699.6,1690309800000
1699.0,1678.4,27996298.0,1696.6,1684.65,1690223400000
1684.65,1670.1,16089722.0,1678.4,1678.5,1690137000000
1689.8,1673.25,21077124.0,1675.75,1680.0,1689877800000
1692.0,1680.0,28105474.0,1688.75,1681.15,1689791400000
1688.75,1675.0,16467567.0,1685.1,1681.1,1689705000000
1704.0,1670.0,40538409.0,1677.5,1698.0,1689618600000
1682.0,1633.0,24626464.0,1678.9,1650.0,1689532200000
1653.6,1635.0,12363607.0,1644.5,1653.6,1689273000000
1657.45,1638.05,20956773.0,1641.1,1656.7,1689186600000
1666.3,1627.15,35479179.0,1632.95,1655.35,1689100200000
1676.0,1645.5,25335213.0,1648.4,1663.0,1689013800000
1676.75,1649.7,19199221.0,1656.45,1661.0,1688927400000
1675.0,1656.3,9963168.0,1660.4,1665.0,1688668200000
1687.85,1660.4,26078272.0,1675.0,1673.0,1688581800000
1720.0,1668.55,18582877.0,1673.3,1716.25,1688495400000
1747.0,1713.8,19397594.0,1728.2,1723.45,1688409000000
1757.5,1710.0,22052058.0,1719.8,1712.5,1688322600000
1708.8,1683.25,20349508.0,1701.4,1704.0,1688063400000
1679.9,1660.5,29781475.0,1676.15,1670.0,1687890600000
1672.9,1638.55,16915932.0,1658.6,1642.95,1687804200000
1650.75,1628.7,8065157.0,1635.55,1645.0,1687717800000
1659.9,1634.05,10669609.0,1643.5,1637.55,1687458600000
1657.55,1639.05,28298070.0,1643.6,1640.0,1687372200000
1637.25,1611.0,12154473.0,1635.6,1616.0,1687285800000
1611.0,1590.65,10002813.0,1607.5,1604.15,1687199400000
1614.25,1598.35,12414573.0,1604.15,1611.0,1687113000000
1609.2,1584.0,7889636.0,1602.75,1587.15,1686853800000
1605.95,1579.0,17688738.0,1582.05,1604.0,1686767400000
1612.0,1600.2,10056984.0,1601.75,1610.45,1686681000000
1609.0,1590.1,13963054.0,1603.5,1590.1,1686594600000
1615.8,1599.45,6704146.0,1600.8,1612.55,1686508200000
1618.5,1607.0,9106289.0,1610.6,1615.9,1686249000000
1626.0,1603.25,18697761.0,1608.7,1603.25,1686162600000
1612.55,1596.0,12474513.0,1607.7,1603.45,1686076200000
1609.85,1592.25,16091426.0,1599.4,1607.65,1685989800000
1616.5,1602.45,9348621.0,1604.4,1614.5,1685903400000
1614.8,1601.0,8929855.0,1606.5,1612.45,1685644200000
1619.9,1600.0,25183469.0,1604.0,1619.9,1685557800000
1634.95,1604.65,21667135.0,1610.85,1629.9,1685471400000
1642.65,1628.55,18562964.0,1636.75,1633.6,1685385000000
1641.0,1624.85,10908146.0,1635.5,1628.5,1685298600000
1619.0,1602.25,13317533.0,1615.8,1619.0,1685039400000
1620.05,1597.35,14888465.0,1609.6,1615.7,1684953000000
1634.75,1613.6,16794056.0,1615.8,1627.55,1684866600000
1649.6,1633.45,11235037.0,1637.2,1649.0,1684780200000
1652.9,1632.7,14167016.0,1641.05,1645.0,1684693800000
1650.0,1631.55,15230166.0,1646.9,1648.0,1684434600000
1653.95,1640.0,24823471.0,1645.0,1648.0,1684348200000
1650.0,1625.35,15233434.0,1638.45,1650.0,1684261800000
1671.8,1644.0,16361043.0,1647.3,1671.8,1684175400000
1680.75,1665.1,9256130.0,1675.8,1672.0,1684089000000
1672.8,1644.25,11239380.0,1667.8,1647.0,1683829800000
1688.0,1649.25,17867309.0,1653.2,1665.15,1683743400000
1654.65,1633.1,23170275.0,1652.1,1644.5,1683657000000
1656.0,1639.95,21844469.0,1644.5,1649.9,1683570600000
1650.35,1630.0,18622262.0,1644.45,1635.0,1683484200000
1660.95,1622.1,31385208.0,1625.65,1639.0,1683225000000
1734.45,1687.1,28427319.0,1727.8,1687.1,1683138600000
1696.0,1679.65,14703635.0,1693.15,1684.95,1683052200000
1699.0,1682.0,16110592.0,1687.25,1688.7,1682965800000
1691.0,1670.0,13958136.0,1687.6,1684.7,1682620200000
1685.25,1665.85,23895196.0,1681.0,1670.5,1682533800000
1675.0,1655.0,13696375.0,1671.8,1660.0,1682447400000
1687.7,1661.9,25176534.0,1664.15,1687.7,1682361000000
1691.45,1674.1,17837926.0,1688.15,1687.0,1682274600000
1676.95,1663.25,10064309.0,1674.6,1669.0,1682015400000
1677.45,1666.4,16461358.0,1671.9,1671.7,1681929000000
1670.3,1657.15,12370584.0,1665.7,1665.0,1681842600000
1677.25,1656.4,14818613.0,1659.6,1670.0,1681756200000
1720.0,1653.3,16202574.0,1666.65,1720.0,1681669800000
1697.05,1678.15,17665043.0,1692.45,1688.3,1681324200000
1688.2,1667.8,13477752.0,1684.9,1668.0,1681237800000
1669.4,1651.1,21180771.0,1663.3,1659.0,1681151400000
1671.0,1654.0,15906643.0,1658.45,1663.25,1681065000000
1669.2,1647.1,22318672.0,1666.35,1648.55,1680719400000
1656.0,1616.0,21682696.0,1653.75,1618.6,1680633000000
1615.7,1602.75,20012699.0,1610.55,1607.55,1680460200000
1612.95,1592.4,17355614.0,1609.55,1595.6,1680201000000
1602.0,1581.9,19881806.0,1587.8,1584.0,1680028200000
1582.9,1564.1,19638151.0,1580.2,1565.7,1679941800000
1579.45,1558.9,15936003.0,1567.45,1562.2,1679855400000
1573.9,1554.95,15738874.0,1560.65,1560.0,1679596200000
1590.35,1558.55,14182089.0,1563.15,1567.75,1679509800000
1586.05,1565.3,7088662.0,1575.8,1584.0,1679423400000
1582.5,1556.2,16525247.0,1579.45,1571.95,1679337000000
1568.1,1545.4,13251557.0,1561.75,1567.95,1679250600000
1579.2,1540.0,11475438.0,1572.65,1557.5,1678991400000
1559.1,1532.05,10876671.0,1551.9,1539.0,1678905000000
1582.9,1536.6,18632377.0,1541.9,1578.0,1678818600000
1583.6,1559.3,16592806.0,1564.35,1570.25,1678732200000
1603.8,1564.95,13221775.0,1568.55,1587.9,1678645800000
1613.75,1585.0,13693500.0,1588.65,1610.45,1678386600000
1645.95,1627.0,10350083.0,1630.7,1629.95,1678300200000
1639.5,1620.0,10049887.0,1630.55,1620.0,1678213800000
1639.45,1618.05,13502355.0,1627.3,1620.0,1678041000000
1620.0,1588.0,7493117.0,1615.9,1596.0,1677781800000
1605.95,1582.0,8695907.0,1584.45,1594.0,1677695400000
1613.0,1595.75,7068628.0,1598.05,1612.0,1677609000000
1605.3,1588.7,9496996.0,1599.6,1592.0,1677522600000
1599.0,1577.3,7156486.0,1592.9,1585.9,1677436200000
1617.9,1585.2,8530870.0,1588.95,1617.9,1677177000000
1618.85,1592.1,13941005.0,1603.25,1613.0,1677090600000
1641.95,1609.05,5179551.0,1614.2,1639.0,1677004200000
1662.35,1634.0,6194648.0,1646.5,1640.0,1676917800000
1669.45,1634.8,4043353.0,1640.35,1660.0,1676831400000
1668.15,1642.95,4478135.0,1655.9,1661.0,1676572200000
1681.9,1661.0,4031250.0,1664.25,1673.2,1676485800000
1678.0,1656.75,5719356.0,1670.3,1678.0,1676399400000
1677.5,1657.95,5454296.0,1673.7,1665.0,1676313000000
1661.75,1644.55,2868472.0,1658.35,1655.0,1676226600000
1658.5,1642.2,4086058.0,1657.1,1648.8,1675967400000
1661.65,1635.55,5888668.0,1650.55,1660.0,1675881000000
1668.2,1650.0,4222413.0,1654.0,1654.25,1675794600000
1664.9,1632.6,5132294.0,1654.2,1659.4,1675708200000
1669.4,1646.2,5583836.0,1651.75,1660.0,1675621800000
1660.5,1607.0,7205550.0,1658.8,1611.0,1675362600000
1624.5,1588.75,8748553.0,1603.35,1608.1,1675276200000
1665.0,1606.0,8651395.0,1627.55,1624.0,1675189800000
1622.7,1595.0,9298122.0,1603.5,1619.7,1675103400000
1625.3,1582.0,9256411.0,1614.15,1595.0,1675017000000
1637.0,1589.95,17589974.0,1615.8,1632.0,1674757800000
1692.95,1645.3,7352071.0,1648.65,1691.4,1674585000000
1702.4,1675.0,12491970.0,1695.5,1675.05,1674498600000
1682.6,1661.4,7722200.0,1673.1,1666.25,1674412200000
1669.0,1643.4,9421702.0,1660.95,1644.1,1674153000000
1650.0,1633.0,5586081.0,1644.1,1637.0,1674066600000
1641.6,1599.7,9545321.0,1637.3,1605.0,1673980200000
1611.0,1577.5,5393177.0,1608.9,1589.8,1673893800000
1621.3,1580.3,7374047.0,1585.3,1615.0,1673807400000
1609.9,1586.0,4622273.0,1600.65,1598.75,1673548200000
1603.9,1584.15,4625035.0,1599.4,1587.8,1673461800000
1598.0,1560.0,7597899.0,1590.9,1567.95,1673375400000
1600.0,1565.0,8185883.0,1568.3,1600.0,1673289000000
1611.55,1590.0,5364670.0,1597.5,1596.0,1673202600000
1609.1,1578.2,4546231.0,1594.4,1602.0,1672943400000
1618.05,1589.4,5470718.0,1599.7,1615.0,1672857000000
1645.75,1607.0,5175800.0,1610.05,1635.0,1672770600000
1643.0,1622.2,4189015.0,1639.35,1622.2,1672684200000
1639.75,1618.55,2190689.0,1628.7,1627.0,1672597800000
1645.0,1620.0,3561320.0,1628.15,1645.0,1672338600000
1643.5,1611.0,5506448.0,1641.3,1620.1,1672252200000
1633.0,1623.1,4345935.0,1629.8,1623.1,1672165800000
1635.95,1613.5,3963386.0,1631.1,1633.0,1672079400000
1639.0,1590.0,4953661.0,1629.45,1599.5,1671993000000
1604.15,1585.45,5346576.0,1597.65,1587.0,1671733800000
1627.5,1609.0,4873548.0,1612.05,1622.2,1671647400000
1644.8,1606.55,4634599.0,1617.6,1641.0,1671561000000
1636.4,1620.2,3587349.0,1633.4,1620.2,1671474600000
1646.65,1626.2,4802271.0,1644.75,1644.0,1671388200000
1645.1,1609.0,7323979.0,1639.65,1620.05,1671129000000
1669.4,1627.05,9091324.0,1631.8,1657.05,1671042600000
1665.5,1650.0,7113820.0,1662.25,1653.0,1670956200000
1657.0,1645.0,8515851.0,1648.3,1650.0,1670869800000
1653.6,1621.4,7217404.0,1643.75,1625.0,1670783400000
1634.85,1620.0,5981692.0,1631.05,1626.0,1670524200000
1626.0,1605.0,7401817.0,1619.5,1610.0,1670437800000
1618.6,1604.45,5837360.0,1610.45,1614.15,1670351400000
1613.7,1600.0,6176546.0,1611.15,1601.0,1670265000000
1614.6,1596.2,5796311.0,1612.95,1609.95,1670178600000
1618.6,1605.15,3905539.0,1607.1,1610.0,1669919400000
1637.0,1615.0,10223183.0,1619.5,1622.0,1669833000000
1612.9,1597.1,7592403.0,1608.45,1597.1,1669746600000
1612.35,1592.85,6319118.0,1597.85,1597.25,1669660200000
1607.45,1594.05,8052990.0,1600.25,1602.9,1669573800000
1631.7,1614.1,4205248.0,1617.65,1629.7,1669314600000
1632.0,1599.15,8598980.0,1625.15,1605.95,1669228200000
1605.0,1594.0,5092869.0,1599.15,1605.0,1669141800000
1604.35,1591.0,4273157.0,1595.0,1600.0,1669055400000
1612.0,1590.2,4172408.0,1597.35,1607.65,1668969000000
1623.0,1605.25,5229616.0,1613.9,1621.0,1668709800000
1631.55,1613.9,6050465.0,1618.15,1618.1,1668623400000
1642.0,1612.0,6789075.0,1632.9,1618.65,1668537000000
1623.15,1605.25,5515101.0,1619.0,1623.15,1668450600000
1628.0,1598.0,9597695.0,1615.05,1612.0,1668364200000
1637.0,1538.0,28361169.0,1611.15,1545.0,1668105000000
1527.0,1495.05,6387091.0,1524.75,1497.1,1668018600000
1517.95,1504.0,4634895.0,1508.35,1515.05,1667932200000
1512.0,1492.1,4917917.0,1508.8,1510.0,1667759400000
1516.1,1489.6,5409030.0,1497.15,1503.2,1667500200000
1520.25,1497.0,5166176.0,1507.55,1497.7,1667413800000
1528.25,1511.6,6360203.0,1514.2,1517.0,1667327400000
1529.0,1498.9,9536878.0,1513.25,1503.5,1667241000000
1498.0,1467.25,6415264.0,1496.7,1472.0,1667154600000
1467.0,1447.4,5237139.0,1458.7,1450.0,1666895400000
1467.35,1451.25,7968638.0,1454.4,1464.5,1666809000000
1467.8,1445.0,6886697.0,1450.9,1461.1,1666636200000
1463.0,1454.3,1083897.0,1461.05,1454.3,1666549800000
1457.65,1434.0,5246303.0,1438.6,1452.0,1666290600000
1452.9,1442.5,3949039.0,1448.8,1444.0,1666204200000
1477.4,1453.4,6483520.0,1458.65,1464.0,1666117800000
1462.9,1440.0,5280554.0,1443.85,1458.05,1666031400000
1457.6,1427.0,9205250.0,1446.55,1435.0,1665945000000
1447.0,1415.25,6424960.0,1439.0,1417.0,1665685800000
1406.25,1384.0,7357117.0,1393.6,1402.05,1665599400000
1414.85,1397.3,4612525.0,1409.8,1403.2,1665513000000
1417.0,1399.45,7260810.0,1400.65,1401.1,1665426600000
1426.0,1398.2,6554651.0,1415.0,1408.0,1665340200000
1434.95,1420.35,6648997.0,1430.8,1430.25,1665081000000
1462.6,1434.2,6274599.0,1437.0,1459.95,1664994600000
1458.0,1426.15,5769263.0,1453.0,1429.5,1664821800000
1417.85,1401.1,5770556.0,1413.2,1409.95,1664735400000
1431.45,1365.0,7890878.0,1421.35,1378.8,1664476200000
1402.2,1378.8,7205194.0,1382.35,1396.3,1664389800000
1410.6,1385.9,5908066.0,1389.55,1406.0,1664303400000
1440.0,1407.0,6319850.0,1413.85,1432.4,1664217000000
1436.45,1418.0,4461743.0,1426.65,1425.35,1664130600000
